"Year","County","Commodity","Crop","ACRES HARVESTED","PRODUCTION, MEASURED IN BU","YIELD, MEASURED IN BU / ACRE"
"1991","LYON","HAY","HAY, (EXCL ALFALFA)","2,800","N/A","N/A"
"1991","LYON","HAY","HAY, ALFALFA","14,200","N/A","N/A"
"1991","LYON","OATS","OATS","7,600","395,200","52"
"1991","LYON","SOYBEANS","SOYBEANS","150,300","6,162,300","41"
"1991","LYON","WHEAT","WHEAT","6,600","171,600","26"
"1991","LYON","WHEAT","WHEAT, SPRING, (EXCL DURUM)","6,600","171,600","26"
"1991","MAHNOMEN","BARLEY","BARLEY","53,600","2,894,400","54"
"1991","MAHNOMEN","CORN","CORN","N/A","N/A","N/A"
"1991","MAHNOMEN","CORN","CORN, GRAIN","6,500","624,000","96"
"1991","MAHNOMEN","CORN","CORN, SILAGE","1,800","N/A","N/A"
"1991","MAHNOMEN","HAY","HAY","16,000","N/A","N/A"
"1991","MAHNOMEN","HAY","HAY, (EXCL ALFALFA)","1,600","N/A","N/A"
"1991","MAHNOMEN","HAY","HAY, ALFALFA","14,400","N/A","N/A"
"1991","MAHNOMEN","OATS","OATS","2,600","153,400","59"
"1991","MAHNOMEN","SOYBEANS","SOYBEANS","9,500","342,000","36"
"1991","MAHNOMEN","SUNFLOWER","SUNFLOWER","8,300","N/A","N/A"
"1991","MAHNOMEN","SUNFLOWER","SUNFLOWER, NON","2,100","N/A","N/A"
"1991","MAHNOMEN","SUNFLOWER","SUNFLOWER, OIL TYPE","6,200","N/A","N/A"
"1991","MAHNOMEN","WHEAT","WHEAT","37,800","1,321,600","35"
"1991","MAHNOMEN","WHEAT","WHEAT, SPRING, (EXCL DURUM)","36,400","1,274,000","35"
"1991","MAHNOMEN","WHEAT","WHEAT, WINTER","1,400","47,600","34"
"1991","MARSHALL","BARLEY","BARLEY","94,700","4,356,200","46"
"1991","MARSHALL","BEANS","BEANS, DRY EDIBLE, INCL CHICKPEAS","10,800","N/A","N/A"
"1991","MARSHALL","CORN","CORN","N/A","N/A","N/A"
"1991","MARSHALL","CORN","CORN, GRAIN","5,500","522,500","95"
"1991","MARSHALL","CORN","CORN, SILAGE","2,200","N/A","N/A"
"1991","MARSHALL","FLAXSEED","FLAXSEED","3,200","89,600","28"
"1991","MARSHALL","HAY","HAY","28,800","N/A","N/A"
"1991","MARSHALL","HAY","HAY, (EXCL ALFALFA)","4,500","N/A","N/A"
"1991","MARSHALL","HAY","HAY, ALFALFA","24,300","N/A","N/A"
"1991","MARSHALL","OATS","OATS","11,700","666,900","57"
"1991","MARSHALL","RYE","RYE","800","20,000","25"
"1991","MARSHALL","SOYBEANS","SOYBEANS","4,900","166,600","34"
"1991","MARSHALL","SUGARBEETS","SUGARBEETS","26,700","N/A","N/A"
"1991","MARSHALL","SUNFLOWER","SUNFLOWER","31,700","N/A","N/A"
"1991","MARSHALL","SUNFLOWER","SUNFLOWER, NON","7,600","N/A","N/A"
"1991","MARSHALL","SUNFLOWER","SUNFLOWER, OIL TYPE","24,100","N/A","N/A"
"1991","MARSHALL","WHEAT","WHEAT","300,200","8,977,400","29.9"
"1991","MARSHALL","WHEAT","WHEAT, SPRING, (EXCL DURUM)","288,100","8,643,000","30"
"1991","MARSHALL","WHEAT","WHEAT, SPRING, DURUM","9,200","230,000","25"
"1991","MARSHALL","WHEAT","WHEAT, WINTER","2,900","104,400","36"
"1991","MARTIN","CORN","CORN","N/A","N/A","N/A"
"1991","MARTIN","CORN","CORN, GRAIN","151,100","18,132,000","120"
"1991","MARTIN","CORN","CORN, SILAGE","1,700","N/A","N/A"
"1991","MARTIN","HAY","HAY","9,300","N/A","N/A"
"1991","MARTIN","HAY","HAY, (EXCL ALFALFA)","1,400","N/A","N/A"
"1991","MARTIN","HAY","HAY, ALFALFA","7,900","N/A","N/A"
"1991","MARTIN","OATS","OATS","2,100","60,900","29"
"1991","MARTIN","SOYBEANS","SOYBEANS","216,800","6,504,000","30"
"1991","MCLEOD","CORN","CORN","N/A","N/A","N/A"
"1991","MCLEOD","CORN","CORN, GRAIN","76,100","9,436,400","124"
"1991","MCLEOD","CORN","CORN, SILAGE","3,800","N/A","N/A"
"1991","MCLEOD","HAY","HAY","23,100","N/A","N/A"
"1991","MCLEOD","HAY","HAY, (EXCL ALFALFA)","3,700","N/A","N/A"
"1991","MCLEOD","HAY","HAY, ALFALFA","19,400","N/A","N/A"
"1991","MCLEOD","OATS","OATS","7,400","229,400","31"
"1991","MCLEOD","SOYBEANS","SOYBEANS","80,400","3,216,000","40"
"1991","MCLEOD","SUGARBEETS","SUGARBEETS","1,700","N/A","N/A"
"1991","MCLEOD","WHEAT","WHEAT","6,300","202,200","32.1"
"1991","MCLEOD","WHEAT","WHEAT, SPRING, (EXCL DURUM)","4,100","123,000","30"
"1991","MCLEOD","WHEAT","WHEAT, WINTER","2,200","79,200","36"
"1991","MEEKER","BEANS","BEANS, DRY EDIBLE, INCL CHICKPEAS","2,100","N/A","N/A"
"1991","MEEKER","CORN","CORN","N/A","N/A","N/A"
"1991","MEEKER","CORN","CORN, GRAIN","102,900","12,759,600","124"
"1991","MEEKER","CORN","CORN, SILAGE","7,300","N/A","N/A"
"1991","MEEKER","HAY","HAY","23,900","N/A","N/A"
"1991","MEEKER","HAY","HAY, (EXCL ALFALFA)","2,900","N/A","N/A"
"1991","MEEKER","HAY","HAY, ALFALFA","21,000","N/A","N/A"
"1991","MEEKER","OATS","OATS","6,900","241,500","35"
"1991","MEEKER","SOYBEANS","SOYBEANS","82,100","3,119,800","38"
"1991","MEEKER","WHEAT","WHEAT","4,900","138,100","28.2"
"1991","MEEKER","WHEAT","WHEAT, SPRING, (EXCL DURUM)","3,700","92,500","25"
"1991","MEEKER","WHEAT","WHEAT, WINTER","1,200","45,600","38"
"1991","MILLE LACS","CORN","CORN","N/A","N/A","N/A"
"1991","MILLE LACS","CORN","CORN, GRAIN","22,800","2,188,800","96"
"1991","MILLE LACS","CORN","CORN, SILAGE","5,300","N/A","N/A"
"1991","MILLE LACS","HAY","HAY","33,400","N/A","N/A"
"1991","MILLE LACS","HAY","HAY, (EXCL ALFALFA)","17,700","N/A","N/A"
"1991","MILLE LACS","HAY","HAY, ALFALFA","15,700","N/A","N/A"
"1991","MILLE LACS","OATS","OATS","3,400","119,000","35"
"1991","MILLE LACS","SOYBEANS","SOYBEANS","5,700","182,400","32"
"1991","MORRISON","BARLEY","BARLEY","1,500","60,000","40"
"1991","MORRISON","BEANS","BEANS, DRY EDIBLE, INCL CHICKPEAS","2,600","N/A","N/A"
"1991","MORRISON","CORN","CORN","N/A","N/A","N/A"
"1991","MORRISON","CORN","CORN, GRAIN","77,500","7,130,000","92"
"1991","MORRISON","CORN","CORN, SILAGE","27,900","N/A","N/A"
"1991","MORRISON","HAY","HAY","87,100","N/A","N/A"
"1991","MORRISON","HAY","HAY, (EXCL ALFALFA)","38,500","N/A","N/A"
"1991","MORRISON","HAY","HAY, ALFALFA","48,600","N/A","N/A"
"1991","MORRISON","OATS","OATS","16,100","499,100","31"
"1991","MORRISON","RYE","RYE","2,300","71,300","31"
"1991","MURRAY","CORN","CORN","N/A","N/A","N/A"
"1991","MURRAY","CORN","CORN, GRAIN","151,800","18,367,800","121"
"1991","MURRAY","CORN","CORN, SILAGE","3,200","N/A","N/A"
"1991","MURRAY","HAY","HAY","12,800","N/A","N/A"
"1991","MURRAY","HAY","HAY, (EXCL ALFALFA)","1,800","N/A","N/A"
"1991","MURRAY","HAY","HAY, ALFALFA","11,000","N/A","N/A"
"1991","MURRAY","OATS","OATS","7,100","362,100","51"
"1991","MURRAY","SOYBEANS","SOYBEANS","156,400","5,630,400","36"
"1991","MURRAY","WHEAT","WHEAT","1,500","39,000","26"
"1991","MURRAY","WHEAT","WHEAT, SPRING, (EXCL DURUM)","1,500","39,000","26"
"1991","NICOLLET","CORN","CORN","N/A","N/A","N/A"
"1991","NICOLLET","CORN","CORN, GRAIN","95,000","12,350,000","130"
"1991","NICOLLET","CORN","CORN, SILAGE","2,500","N/A","N/A"
"1991","NICOLLET","HAY","HAY","9,900","N/A","N/A"
"1991","NICOLLET","HAY","HAY, (EXCL ALFALFA)","1,300","N/A","N/A"
"1991","NICOLLET","HAY","HAY, ALFALFA","8,600","N/A","N/A"
"1991","NICOLLET","OATS","OATS","4,000","172,000","43"
"1991","NICOLLET","SOYBEANS","SOYBEANS","94,600","3,784,000","40"
"1991","NICOLLET","WHEAT","WHEAT","1,700","54,000","31.8"
"1991","NICOLLET","WHEAT","WHEAT, SPRING, (EXCL DURUM)","1,100","33,000","30"
"1991","NOBLES","CORN","CORN","N/A","N/A","N/A"
"1991","NOBLES","CORN","CORN, GRAIN","177,700","21,324,000","120"
"1991","NOBLES","CORN","CORN, SILAGE","4,000","N/A","N/A"
"1991","NOBLES","HAY","HAY","15,200","N/A","N/A"
"1991","NOBLES","HAY","HAY, (EXCL ALFALFA)","3,500","N/A","N/A"
"1991","NOBLES","HAY","HAY, ALFALFA","11,700","N/A","N/A"
"1991","NOBLES","OATS","OATS","6,300","390,600","62"
"1991","NOBLES","SOYBEANS","SOYBEANS","175,900","6,508,300","37"
"1991","NORMAN","BARLEY","BARLEY","103,600","5,698,000","55"
"1991","NORMAN","BEANS","BEANS, DRY EDIBLE, INCL CHICKPEAS","3,800","N/A","N/A"
"1991","NORMAN","CORN","CORN","N/A","N/A","N/A"
"1991","NORMAN","CORN","CORN, GRAIN","13,600","1,360,000","100"
"1991","NORMAN","CORN","CORN, SILAGE","3,800","N/A","N/A"
"1991","NORMAN","HAY","HAY","15,800","N/A","N/A"
"1991","NORMAN","HAY","HAY, (EXCL ALFALFA)","2,900","N/A","N/A"
"1991","NORMAN","HAY","HAY, ALFALFA","12,900","N/A","N/A"
"1991","NORMAN","OATS","OATS","3,700","240,500","65"
"1991","NORMAN","SOYBEANS","SOYBEANS","38,800","1,396,800","36"
"1991","NORMAN","SUGARBEETS","SUGARBEETS","34,600","N/A","N/A"
"1991","NORMAN","SUNFLOWER","SUNFLOWER","19,200","N/A","N/A"
"1991","NORMAN","SUNFLOWER","SUNFLOWER, NON","7,000","N/A","N/A"
"1991","NORMAN","SUNFLOWER","SUNFLOWER, OIL TYPE","12,200","N/A","N/A"
"1991","NORMAN","WHEAT","WHEAT","154,600","5,865,400","37.9"
"1991","NORMAN","WHEAT","WHEAT, SPRING, (EXCL DURUM)","151,200","5,745,600","38"
"1991","NORMAN","WHEAT","WHEAT, WINTER","3,000","105,000","35"
"1991","OTHER (COMBINED) COUNTIES","BARLEY","BARLEY","1,600","89,600","56"
"1991","OTHER (COMBINED) COUNTIES","BARLEY","BARLEY","2,200","114,900","52.2"
"1991","OTHER (COMBINED) COUNTIES","BARLEY","BARLEY","2,900","133,500","46"
"1991","OTHER (COMBINED) COUNTIES","BARLEY","BARLEY","500","22,600","45.2"
"1991","OTHER (COMBINED) COUNTIES","BARLEY","BARLEY","700","35,100","50.1"
"1991","OTHER (COMBINED) COUNTIES","BEANS","BEANS, DRY EDIBLE, INCL CHICKPEAS","1,000","N/A","N/A"
"1991","OTHER (COMBINED) COUNTIES","BEANS","BEANS, DRY EDIBLE, INCL CHICKPEAS","1,600","N/A","N/A"
"1991","OTHER (COMBINED) COUNTIES","BEANS","BEANS, DRY EDIBLE, INCL CHICKPEAS","700","N/A","N/A"
"1991","OTHER (COMBINED) COUNTIES","CORN","CORN","N/A","N/A","N/A"
"1991","OTHER (COMBINED) COUNTIES","CORN","CORN","N/A","N/A","N/A"
"1991","OTHER (COMBINED) COUNTIES","CORN","CORN, GRAIN","1,000","87,500","87.5"
"1991","OTHER (COMBINED) COUNTIES","CORN","CORN, GRAIN","100","8,500","85"
"1991","OTHER (COMBINED) COUNTIES","CORN","CORN, SILAGE","1,300","N/A","N/A"
"1991","OTHER (COMBINED) COUNTIES","CORN","CORN, SILAGE","1,600","N/A","N/A"
"1991","OTHER (COMBINED) COUNTIES","CORN","CORN, SILAGE","1,600","N/A","N/A"
"1991","OTHER (COMBINED) COUNTIES","CORN","CORN, SILAGE","1,800","N/A","N/A"
"1991","OTHER (COMBINED) COUNTIES","CORN","CORN, SILAGE","100","N/A","N/A"
"1991","OTHER (COMBINED) COUNTIES","CORN","CORN, SILAGE","2,000","N/A","N/A"
"1991","OTHER (COMBINED) COUNTIES","FLAXSEED","FLAXSEED","1,400","23,100","16.5"
"1991","OTHER (COMBINED) COUNTIES","FLAXSEED","FLAXSEED","1,600","34,400","21.5"
"1991","OTHER (COMBINED) COUNTIES","FLAXSEED","FLAXSEED","500","7,500","15"
"1991","OTHER (COMBINED) COUNTIES","HAY","HAY","10,000","N/A","N/A"
"1991","OTHER (COMBINED) COUNTIES","HAY","HAY","2,500","N/A","N/A"
"1991","OTHER (COMBINED) COUNTIES","HAY","HAY, (EXCL ALFALFA)","1,600","N/A","N/A"
"1991","OTHER (COMBINED) COUNTIES","HAY","HAY, (EXCL ALFALFA)","2,500","N/A","N/A"
"1991","OTHER (COMBINED) COUNTIES","HAY","HAY, (EXCL ALFALFA)","2,500","N/A","N/A"
"1991","OTHER (COMBINED) COUNTIES","HAY","HAY, ALFALFA","7,500","N/A","N/A"
"1991","OTHER (COMBINED) COUNTIES","OATS","OATS","100","4,300","43"
"1991","OTHER (COMBINED) COUNTIES","OATS","OATS","400","12,000","30"
"1991","OTHER (COMBINED) COUNTIES","OATS","OATS","400","16,000","40"
"1991","OTHER (COMBINED) COUNTIES","RYE","RYE","1,000","26,200","26.2"
"1991","OTHER (COMBINED) COUNTIES","RYE","RYE","1,100","26,600","24.2"
"1991","OTHER (COMBINED) COUNTIES","RYE","RYE","2,400","67,200","28"
"1991","OTHER (COMBINED) COUNTIES","RYE","RYE","400","9,700","24.3"
"1991","OTHER (COMBINED) COUNTIES","RYE","RYE","900","25,100","27.9"
"1991","OTHER (COMBINED) COUNTIES","SOYBEANS","SOYBEANS","1,500","49,400","32.9"
"1991","OTHER (COMBINED) COUNTIES","SOYBEANS","SOYBEANS","400","12,000","30"
"1991","OTHER (COMBINED) COUNTIES","SOYBEANS","SOYBEANS","5,200","181,700","34.9"
"1991","OTHER (COMBINED) COUNTIES","SOYBEANS","SOYBEANS","900","28,000","31.1"
"1991","OTHER (COMBINED) COUNTIES","SUGARBEETS","SUGARBEETS","1,200","N/A","N/A"
"1991","OTHER (COMBINED) COUNTIES","SUGARBEETS","SUGARBEETS","1,400","N/A","N/A"
"1991","OTHER (COMBINED) COUNTIES","SUGARBEETS","SUGARBEETS","500","N/A","N/A"
"1991","OTHER (COMBINED) COUNTIES","SUGARBEETS","SUGARBEETS","800","N/A","N/A"
"1991","OTHER (COMBINED) COUNTIES","SUNFLOWER","SUNFLOWER","1,600","N/A","N/A"
"1991","OTHER (COMBINED) COUNTIES","SUNFLOWER","SUNFLOWER","1,700","N/A","N/A"
"1991","OTHER (COMBINED) COUNTIES","SUNFLOWER","SUNFLOWER","800","N/A","N/A"
"1991","OTHER (COMBINED) COUNTIES","SUNFLOWER","SUNFLOWER","900","N/A","N/A"
"1991","OTHER (COMBINED) COUNTIES","SUNFLOWER","SUNFLOWER, NON","2,800","N/A","N/A"
"1991","OTHER (COMBINED) COUNTIES","SUNFLOWER","SUNFLOWER, NON","800","N/A","N/A"
"1991","OTHER (COMBINED) COUNTIES","SUNFLOWER","SUNFLOWER, OIL TYPE","1,200","N/A","N/A"
"1991","OTHER (COMBINED) COUNTIES","SUNFLOWER","SUNFLOWER, OIL TYPE","1,700","N/A","N/A"
"1991","OTHER (COMBINED) COUNTIES","SUNFLOWER","SUNFLOWER, OIL TYPE","200","N/A","N/A"
"1991","OTHER (COMBINED) COUNTIES","SUNFLOWER","SUNFLOWER, OIL TYPE","900","N/A","N/A"
"1991","OTHER (COMBINED) COUNTIES","WHEAT","WHEAT","1,300","42,400","32.6"
"1991","OTHER (COMBINED) COUNTIES","WHEAT","WHEAT","1,500","37,800","25.2"
"1991","OTHER (COMBINED) COUNTIES","WHEAT","WHEAT","2,100","63,300","30.1"
"1991","OTHER (COMBINED) COUNTIES","WHEAT","WHEAT","2,800","90,400","32.3"
"1991","OTHER (COMBINED) COUNTIES","WHEAT","WHEAT","600","18,000","30"
"1991","OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, SPRING, (EXCL DURUM)","1,400","34,200","24.4"
"1991","OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, SPRING, (EXCL DURUM)","1,900","58,400","30.7"
"1991","OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, SPRING, (EXCL DURUM)","2,600","68,700","26.4"
"1991","OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, SPRING, (EXCL DURUM)","500","15,000","30"
"1991","OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, SPRING, (EXCL DURUM)","800","26,100","32.6"
"1991","OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, SPRING, DURUM","400","14,800","37"
"1991","OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, SPRING, DURUM","900","22,000","24.4"
"1991","OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, WINTER","1,600","56,400","35.3"
"1991","OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, WINTER","3,600","117,400","32.6"
"1991","OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, WINTER","4,200","173,700","41.4"
"1991","OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, WINTER","600","16,800","28"
"1991","OTTER TAIL","BARLEY","BARLEY","22,200","888,000","40"
"1991","OTTER TAIL","BEANS","BEANS, DRY EDIBLE, INCL CHICKPEAS","12,300","N/A","N/A"
"1991","OTTER TAIL","CORN","CORN","N/A","N/A","N/A"
"1991","OTTER TAIL","CORN","CORN, GRAIN","145,500","15,277,500","105"
"1991","OTTER TAIL","CORN","CORN, SILAGE","33,500","N/A","N/A"
"1991","OTTER TAIL","HAY","HAY","150,500","N/A","N/A"
"1991","OTTER TAIL","HAY","HAY, (EXCL ALFALFA)","24,300","N/A","N/A"
"1991","OTTER TAIL","HAY","HAY, ALFALFA","126,200","N/A","N/A"
"1991","OTTER TAIL","OATS","OATS","47,900","2,107,600","44"
"1991","OTTER TAIL","RYE","RYE","1,100","33,000","30"
"1991","OTTER TAIL","SOYBEANS","SOYBEANS","65,600","2,033,600","31"
"1991","OTTER TAIL","SUGARBEETS","SUGARBEETS","2,100","N/A","N/A"
"1991","OTTER TAIL","SUNFLOWER","SUNFLOWER","3,400","N/A","N/A"
"1991","OTTER TAIL","SUNFLOWER","SUNFLOWER, OIL TYPE","3,000","N/A","N/A"
"1991","OTTER TAIL","WHEAT","WHEAT","50,400","1,380,700","27.4"
"1991","OTTER TAIL","WHEAT","WHEAT, SPRING, (EXCL DURUM)","47,700","1,287,900","27"
"1991","OTTER TAIL","WHEAT","WHEAT, WINTER","2,300","82,800","36"
"1991","PENNINGTON","BARLEY","BARLEY","46,600","2,330,000","50"
"1991","PENNINGTON","CORN","CORN","N/A","N/A","N/A"
"1991","PENNINGTON","CORN","CORN, GRAIN","3,800","357,200","94"
"1991","PENNINGTON","FLAXSEED","FLAXSEED","1,100","26,400","24"
"1991","PENNINGTON","HAY","HAY","26,400","N/A","N/A"
"1991","PENNINGTON","HAY","HAY, (EXCL ALFALFA)","5,200","N/A","N/A"
"1991","PENNINGTON","HAY","HAY, ALFALFA","21,200","N/A","N/A"
"1991","PENNINGTON","OATS","OATS","9,200","524,400","57"
"1991","PENNINGTON","SUNFLOWER","SUNFLOWER","27,500","N/A","N/A"
"1991","PENNINGTON","SUNFLOWER","SUNFLOWER, NON","7,700","N/A","N/A"
"1991","PENNINGTON","SUNFLOWER","SUNFLOWER, OIL TYPE","19,800","N/A","N/A"
"1991","PENNINGTON","WHEAT","WHEAT","73,700","2,358,400","32"
"1991","PENNINGTON","WHEAT","WHEAT, SPRING, (EXCL DURUM)","72,700","2,326,400","32"
"1991","PENNINGTON","WHEAT","WHEAT, WINTER","1,000","32,000","32"
"1991","PINE","CORN","CORN","N/A","N/A","N/A"
"1991","PINE","CORN","CORN, GRAIN","19,200","1,728,000","90"
"1991","PINE","CORN","CORN, SILAGE","7,300","N/A","N/A"
"1991","PINE","HAY","HAY","79,400","N/A","N/A"
"1991","PINE","HAY","HAY, (EXCL ALFALFA)","57,800","N/A","N/A"
"1991","PINE","HAY","HAY, ALFALFA","21,600","N/A","N/A"
"1991","PINE","OATS","OATS","4,900","205,800","42"
"1991","PINE","SOYBEANS","SOYBEANS","3,700","103,600","28"
"1991","PIPESTONE","CORN","CORN","N/A","N/A","N/A"
"1991","PIPESTONE","CORN","CORN, GRAIN","101,600","11,684,000","115"
"1991","PIPESTONE","CORN","CORN, SILAGE","4,600","N/A","N/A"
"1991","PIPESTONE","HAY","HAY","16,300","N/A","N/A"
"1991","PIPESTONE","HAY","HAY, (EXCL ALFALFA)","2,700","N/A","N/A"
"1991","PIPESTONE","HAY","HAY, ALFALFA","13,600","N/A","N/A"
"1991","PIPESTONE","OATS","OATS","8,900","445,000","50"
"1991","PIPESTONE","SOYBEANS","SOYBEANS","78,100","2,889,700","37"
"1991","PIPESTONE","WHEAT","WHEAT","1,200","34,800","29"
"1991","PIPESTONE","WHEAT","WHEAT, SPRING, (EXCL DURUM)","1,200","34,800","29"
"1991","POLK","BARLEY","BARLEY","157,300","8,494,200","54"
"1991","POLK","BEANS","BEANS, DRY EDIBLE, INCL CHICKPEAS","20,100","N/A","N/A"
"1991","POLK","CORN","CORN","N/A","N/A","N/A"
"1991","POLK","CORN","CORN, GRAIN","28,600","2,688,400","94"
"1991","POLK","CORN","CORN, SILAGE","5,000","N/A","N/A"
"1991","POLK","FLAXSEED","FLAXSEED","1,600","32,000","20"
"1991","POLK","HAY","HAY","38,700","N/A","N/A"
"1991","POLK","HAY","HAY, (EXCL ALFALFA)","10,700","N/A","N/A"
"1991","POLK","HAY","HAY, ALFALFA","28,000","N/A","N/A"
"1991","POLK","OATS","OATS","5,200","312,000","60"
"1991","POLK","SOYBEANS","SOYBEANS","19,200","710,400","37"
"1991","POLK","SUGARBEETS","SUGARBEETS","95,100","N/A","N/A"
"1991","POLK","SUNFLOWER","SUNFLOWER","44,300","N/A","N/A"
"1991","POLK","SUNFLOWER","SUNFLOWER, NON","14,400","N/A","N/A"
"1991","POLK","SUNFLOWER","SUNFLOWER, OIL TYPE","29,900","N/A","N/A"
"1991","POLK","WHEAT","WHEAT","343,100","12,718,700","37.1"
"1991","POLK","WHEAT","WHEAT, SPRING, (EXCL DURUM)","333,000","12,321,000","37"
"1991","POLK","WHEAT","WHEAT, SPRING, DURUM","6,000","246,000","41"
"1991","POLK","WHEAT","WHEAT, WINTER","4,100","151,700","37"
"1991","POPE","BARLEY","BARLEY","2,200","88,000","40"
"1991","POPE","BEANS","BEANS, DRY EDIBLE, INCL CHICKPEAS","1,600","N/A","N/A"
"1991","POPE","CORN","CORN","N/A","N/A","N/A"
"1991","POPE","CORN","CORN, GRAIN","80,100","8,971,200","112"
"1991","POPE","CORN","CORN, SILAGE","9,700","N/A","N/A"
"1991","POPE","HAY","HAY","27,900","N/A","N/A"
"1991","POPE","HAY","HAY, (EXCL ALFALFA)","4,200","N/A","N/A"
"1991","POPE","HAY","HAY, ALFALFA","23,700","N/A","N/A"
"1991","POPE","OATS","OATS","15,500","527,000","34"
"1991","POPE","SOYBEANS","SOYBEANS","55,200","2,042,400","37"
"1991","POPE","SUNFLOWER","SUNFLOWER","1,300","N/A","N/A"
"1991","POPE","SUNFLOWER","SUNFLOWER, OIL TYPE","1,200","N/A","N/A"
"1991","POPE","WHEAT","WHEAT","18,800","529,200","28.1"
"1991","POPE","WHEAT","WHEAT, SPRING, (EXCL DURUM)","18,600","520,800","28"
"1991","RED LAKE","BARLEY","BARLEY","27,700","1,329,600","48"
"1991","RED LAKE","CORN","CORN","N/A","N/A","N/A"
"1991","RED LAKE","CORN","CORN, GRAIN","9,100","864,500","95"
"1991","RED LAKE","CORN","CORN, SILAGE","2,600","N/A","N/A"
"1991","RED LAKE","HAY","HAY","23,400","N/A","N/A"
"1991","RED LAKE","HAY","HAY, (EXCL ALFALFA)","6,000","N/A","N/A"
"1991","RED LAKE","HAY","HAY, ALFALFA","17,400","N/A","N/A"
"1991","RED LAKE","OATS","OATS","4,500","297,000","66"
"1991","RED LAKE","SOYBEANS","SOYBEANS","3,400","115,600","34"
"1991","RED LAKE","SUGARBEETS","SUGARBEETS","1,100","N/A","N/A"
"1991","RED LAKE","SUNFLOWER","SUNFLOWER","18,700","N/A","N/A"
"1991","RED LAKE","SUNFLOWER","SUNFLOWER, NON","5,800","N/A","N/A"
"1991","RED LAKE","SUNFLOWER","SUNFLOWER, OIL TYPE","12,900","N/A","N/A"
"1991","RED LAKE","WHEAT","WHEAT","51,500","1,704,600","33.1"
"1991","RED LAKE","WHEAT","WHEAT, SPRING, (EXCL DURUM)","49,800","1,643,400","33"
"1991","RED LAKE","WHEAT","WHEAT, WINTER","1,700","61,200","36"
"1991","REDWOOD","CORN","CORN","N/A","N/A","N/A"
"1991","REDWOOD","CORN","CORN, GRAIN","199,400","24,925,000","125"
"1991","REDWOOD","CORN","CORN, SILAGE","5,600","N/A","N/A"
"1991","REDWOOD","HAY","HAY","11,000","N/A","N/A"
"1991","REDWOOD","HAY","HAY, (EXCL ALFALFA)","2,100","N/A","N/A"
"1991","REDWOOD","HAY","HAY, ALFALFA","8,900","N/A","N/A"
"1991","REDWOOD","OATS","OATS","4,500","180,000","40"
"1991","REDWOOD","SOYBEANS","SOYBEANS","217,800","8,276,400","38"
"1991","REDWOOD","WHEAT","WHEAT","3,200","85,200","26.6"
"1991","REDWOOD","WHEAT","WHEAT, SPRING, (EXCL DURUM)","3,000","78,000","26"
"1991","RENVILLE","BEANS","BEANS, DRY EDIBLE, INCL CHICKPEAS","10,900","N/A","N/A"
"1991","RENVILLE","CORN","CORN","N/A","N/A","N/A"
"1991","RENVILLE","CORN","CORN, GRAIN","201,100","26,344,100","131"
"1991","RENVILLE","CORN","CORN, SILAGE","5,200","N/A","N/A"
"1991","RENVILLE","HAY","HAY","10,800","N/A","N/A"
"1991","RENVILLE","HAY","HAY, (EXCL ALFALFA)","1,100","N/A","N/A"
"1991","RENVILLE","HAY","HAY, ALFALFA","9,700","N/A","N/A"
"1991","RENVILLE","OATS","OATS","4,700","159,800","34"
"1991","RENVILLE","SOYBEANS","SOYBEANS","223,000","8,920,000","40"
"1991","RENVILLE","SUGARBEETS","SUGARBEETS","30,500","N/A","N/A"
"1991","RENVILLE","WHEAT","WHEAT","11,600","305,400","26.3"
"1991","RENVILLE","WHEAT","WHEAT, SPRING, (EXCL DURUM)","10,400","260,000","25"
"1991","RENVILLE","WHEAT","WHEAT, WINTER","1,000","40,000","40"
"1991","RICE","CORN","CORN","N/A","N/A","N/A"
"1991","RICE","CORN","CORN, GRAIN","75,600","9,450,000","125"
"1991","RICE","CORN","CORN, SILAGE","3,900","N/A","N/A"
"1991","RICE","HAY","HAY","22,300","N/A","N/A"
"1991","RICE","HAY","HAY, (EXCL ALFALFA)","2,400","N/A","N/A"
"1991","RICE","HAY","HAY, ALFALFA","19,900","N/A","N/A"
"1991","RICE","OATS","OATS","5,200","176,800","34"
"1991","RICE","SOYBEANS","SOYBEANS","42,800","1,369,600","32"
"1991","ROCK","CORN","CORN","N/A","N/A","N/A"
"1991","ROCK","CORN","CORN, GRAIN","122,900","13,027,400","106"
"1991","ROCK","CORN","CORN, SILAGE","4,800","N/A","N/A"
"1991","ROCK","HAY","HAY","13,500","N/A","N/A"
"1991","ROCK","HAY","HAY, (EXCL ALFALFA)","4,400","N/A","N/A"
"1991","ROCK","HAY","HAY, ALFALFA","9,100","N/A","N/A"
"1991","ROCK","OATS","OATS","5,100","326,400","64"
